key	EN	中文
QuestLoc_RadiationLeak_Conversation_1_Team_2	Got any weapons?	你们有武器吗？
QuestLoc_RadiationLeak_Conversation_1_Team_3	We could always use more outfits.	装备对我们来说总是有用的。
QuestLoc_RadiationLeak_QuestLongDescription	A neighboring Vault has had a massive radiation leak and the citizens have turned into Feral Ghouls!	我们的邻近的避难所发生了大型的辐射泄漏，居民们变成了狂尸鬼！
QuestLoc_RadiationLeak_QuestName	Radiation Leak!	辐射泄漏！
QuestLoc_RadiationLeak_QuestObjective_1	Rescue the Vault Overseer.	拯救避难所监督者。
QuestLoc_RadiationLeak_QuestShortDescription	Send a team with Radiation Suits to a neighboring Vault.	派遣一队穿着防辐射服的居民去邻近的避难所。
QuestLoc_RadroachRoundup_Conversation_1_NPCEnd_1	Yes, they said they were Pests. You can say that again!	是的，他们说他们是“害虫”。你们可以再说一次！
QuestLoc_RadroachRoundup_Conversation_1_NPCEnd_2	No, but they kept saying, “Blessed be the irradiated.”	不，但他们不停地说：“愿辐射保佑我们。”
QuestLoc_RadroachRoundup_Conversation_1_NPCEnd_3	She sends the others into a frenzy. If you kill her, we should be able to round up the rest.	她把大家都逼疯了。如果你杀了她，我们就可以围捕其他人。
QuestLoc_RadroachRoundup_Conversation_1_NPCEnd_4	No, sorry. They just vanished into the Wasteland. Like... *dare I say it?*... Radroaches.	不，对不起。他们刚刚消失在废土了。就像……*我敢说吗？*……辐射蟑螂一样。
QuestLoc_RadroachRoundup_Conversation_1_NPCStart_1	Thank goodness someone's come!	谢天谢地，有人来了！
QuestLoc_RadroachRoundup_Conversation_1_NPCStart_2	Armed thugs in Wasteland Gear barged in and took all our Radiation Suits!	一群穿着废土装备的武装暴徒闯了进来，抢走了我们所有的防辐射服！
QuestLoc_RadroachRoundup_Conversation_1_NPCStart_3	Then they released all our Radroaches, including the Glowing Radroach Queen.	然后他们释放我们所有的辐射蟑螂，包括发光辐射蟑螂女王。
QuestLoc_RadroachRoundup_Conversation_1_NPCStart_4	There are more people trapped inside. Please save them!	有更多的人被困在了里面。请救救他们！
QuestLoc_RadroachRoundup_Conversation_1_Team_1	Did the thieves identify themselves?	那些小偷自报家门了吗？
QuestLoc_RadroachRoundup_Conversation_1_Team_2	Do you know why they wanted your Radiation Suits?	你知道他们为什么要你的辐射服吗？
QuestLoc_RadroachRoundup_Conversation_1_Team_3	What do we need to know about this Radroach Queen?	关于这个辐射蟑螂女王我们需要知道些什么？
QuestLoc_RadroachRoundup_Conversation_1_Team_4	Do you know where the thieves went?	你知道小偷去哪儿了吗？
QuestLoc_RadroachRoundup_Conversation_2_NPCEnd_1	Egads! We can't herd the rest into their cages while she's still around.	该死的！只要她还在旁边，我们不能把其余的关进笼子里。
QuestLoc_RadroachRoundup_Conversation_2_NPCEnd_2	Wonderful! We'll be able to herd the rest into their cages now.	太棒了！我们现在可以把其余的人关在笼子里。
QuestLoc_RadroachRoundup_Conversation_2_NPCEnd_3	Of the Apocalypse, yes. I'd guess that someone has taken its name and recruited followers.	末日，是的。我猜肯定有人用了这个名字，招募了追随者。
QuestLoc_RadroachRoundup_Conversation_2_NPCEnd_4	Exactly! A name that strikes fear. A name with gravitas!	没错，让人恐惧的名字。庄严的名字！
QuestLoc_RadroachRoundup_Conversation_2_NPCStart_1	Superlative, we're saved! Are any of those scoundrels still around?	太好了，我们得救了！那些坏蛋还有人留下吗？
QuestLoc_RadroachRoundup_Conversation_2_NPCStart_2	They called themselves Pests, servants of Pestilence, and kept saying “Blessed be the irradiated.”	他们称自己为“害虫”，是“瘟疫”的仆人，不停地说：“愿辐射保佑我们”
QuestLoc_RadroachRoundup_Conversation_2_NPCStart_3	Pestilence. Pests. It clearly didn't take them long to think of a name.	“瘟疫”。“害虫”。显然，他们没有花很长时间去想名字。
QuestLoc_RadroachRoundup_Conversation_2_NPCStart_4	At any rate, have you killed the Radroach Queen yet?	无论如何，你们杀死了蟑螂女王吗？
QuestLoc_RadroachRoundup_Conversation_2_Team_1	No, she's still somewhere in the building.	不，她还在大楼的某个地方。
QuestLoc_RadroachRoundup_Conversation_2_Team_2	Yes, we took care of her.	是的，我们杀了她。
QuestLoc_RadroachRoundup_Conversation_2_Team_3	Never mind that. What's this about Pestilence? Isn't that one of the Four Horsemen?	请别介意。“瘟疫”是怎么回事？那不是四骑士中的一个吗？
QuestLoc_RadroachRoundup_Conversation_2_Team_4	The Plagued or the Contagion would have been a much better name.	“蔓延”或“传染”将是一个更好的名字。
QuestLoc_RadroachRoundup_QuestLongDescription	A distress call has come in from a nearby science lab studying Radroaches. Thieves stole their Radiation Suits and released all the Radroaches to cover their escape. Now the scientists are in over their heads and asking for help!	一个求救电话从附近的一个研究辐射蟑螂的科学实验室传来。小偷偷走了他们的防辐射服并释放了所有的辐射蟑螂来辅助他们逃跑。现在科学家们束手无策，正在求救！
QuestLoc_RadroachRoundup_QuestName	Radroach Roundup	围捕辐射蟑螂
QuestLoc_RadroachRoundup_QuestObjective_1	Kill the Glowing Radroach Queen.	杀死发光辐射蟑螂女王。
QuestLoc_RadroachRoundup_QuestObjective_2	Save the first group of scientists.	拯救第一组科学家。
QuestLoc_RadroachRoundup_QuestObjective_3	Save the second group of scientists.	拯救第二组科学家。
QuestLoc_RadroachRoundup_QuestShortDescription	Save scientists from the Radroaches they were studying.	从科学家研究的辐射蟑螂手中拯救他们。
QuestLoc_RaiderTroublesatCorvega_Conversation_1_NPCEnd_1	Nothing, he left before we could catch him. Said some settlers were stuck in a Mole rat den. But enough talk, now you die!	没怎么，在我们能抓到他之前就离开了。说是一些定居点的人被困在了鼹鼠洞穴里。话说完了，准备受死吧！
QuestLoc_RaiderTroublesatCorvega_Conversation_1_NPCStart_1	Ha, what do we have here?	哈，我们现在是什么情况？
QuestLoc_RaiderTroublesatCorvega_Conversation_1_NPCStart_2	Some more goody two-shoes, looking to take down Road Rash!	一些伪君子，想要干掉“道路丘疹”！
QuestLoc_RaiderTroublesatCorvega_Conversation_1_NPCStart_3	I'll tell you what I told that idiot Preston Garvey. No one messes with Road Rash and lives!	我曾对那个白痴普雷斯顿·加维说过，对你们也一样，没有人惹了我“道路丘疹”还能活着回去的！
QuestLoc_RaiderTroublesatCorvega_Conversation_1_Team_1	What did you do with Preston?	你们把普雷斯顿怎么了？
QuestLoc_RaiderTroublesatCorvega_QuestLongDescription	The path has led you to the home of Road Rash and his gang of Raiders! Find out if they know anything.	这条路会带你到“道路丘疹”和他的掠夺者团伙的据点！去看看他们是不是知道点什么。
QuestLoc_RaiderTroublesatCorvega_QuestName	Raider Troubles at Corvega	可伟佳的掠夺者问题
QuestLoc_RaiderTroublesatCorvega_QuestObjective_1	Interrogate Road Rash for information.	审问“道路丘疹”，索要更多信息。
QuestLoc_RaiderTroublesatCorvega_QuestShortDescription	Search for Preston in the Corvega Factory.	在可伟佳装配厂寻找普雷斯顿。
QuestLoc_RaidingParty_Conversation_1_NPCEnd_1	What? I was up for that promotion! I'm gonna give him a piece of my mind!	什么？我可是为了那个升职而来的！我会和他直说的，才不顾及什么面子。
QuestLoc_RaidingParty_Conversation_1_NPCEnd_2	If he does, I can't take any chances. Thanks, newbie!	如果他这么做，我就没有机会了。谢谢你，新来的！
QuestLoc_RaidingParty_Conversation_1_NPCStart_1	Hey, watch where you're going, pal!	嘿，兄弟说话可得小心点！
QuestLoc_RaidingParty_Conversation_1_NPCStart_2	This here's a private conversation, and you're not invited.	这可是个私人谈话，我不记得邀请过你。
QuestLoc_RaidingParty_Conversation_1_NPCStart_3	Now, scram before I have to rough you up.	现在，趁我还没有动手之前赶紧滚。
QuestLoc_RaidingParty_Conversation_1_Team_1	I don't think you want to do that. I'm the Boss' new second-in-command.	我不觉得你想那么做。我现在是老大的新二把手。
QuestLoc_RaidingParty_Conversation_1_Team_2	The Boss already knows what you've been doing. Better get him before he gets you.	老大已经知道你做的那些勾当了，最好在他动手之前你先动手。
QuestLoc_RaidingParty_Conversation_2_NPCEnd_1	Are you serious? Then why am I drinking this swill?	你是认真的吗？那我为什么还要喝这些鬼东西？
QuestLoc_RaidingParty_Conversation_2_NPCEnd_2	Not if I can help it! Here, hold this. He's gonna have a conversation with my fist!	说的我好像能控制得住！来，拿着这个。他先要和我的拳头讲讲理。
QuestLoc_RaidingParty_Conversation_2_NPCStart_1	We're almost out of drinks. This stinks!	我们快要没有喝的了。真烦躁！
QuestLoc_RaidingParty_Conversation_2_NPCStart_2	I wish I knew where to get more.	真希望哪里能弄到更多的喝的。
QuestLoc_RaidingParty_Conversation_2_Team_1	The Boss is holding out on us. I saw a huge stash hidden in his room!	老大一直都瞒着我们，我看见他在房间里偷偷藏了一箱！
QuestLoc_RaidingParty_Conversation_2_Team_2	I know, and the Boss was saying he wanted to take away what little you had!	我知道，老大说过他会把你仅有的一点点也拿走！
QuestLoc_RaidingParty_Conversation_3_NPCEnd_1	Uh oh. We better make ourselves scarce before he comes back!	呃，我们最好在他回来之前躲起来！
QuestLoc_RaidingParty_Conversation_3_NPCEnd_2	Hah, you're right! There's no way that could ever backfire! Great idea!	哈，你说得对！这绝不会适得其反！好主意！
QuestLoc_RaidingParty_Conversation_3_NPCStart_1	...So the Boss says, “Huh, I thought I was wearing my red underwear!”	……所以老大说，“嗬，我以为我穿的是那条红内裤！”
QuestLoc_RaidingParty_Conversation_3_NPCStart_2	Ha ha ha ha!	哈哈哈哈！
QuestLoc_RaidingParty_Conversation_3_NPCStart_3	What's the matter, newbie? Why didn't you laugh?	嘿新来的，你有什么意见吗？你为什么不笑？
QuestLoc_RaidingParty_Conversation_3_Team_1	Oh nothing. The Boss just said to take note of anyone who laughs at that story.	哦没什么。老大只是说把任何笑了的人的名字记下来。
QuestLoc_RaidingParty_Conversation_3_Team_2	Sorry, I was thinking how funny it'd be if you stole all of his underwear while he was gone!	抱歉，我只是在想如果在他不在的时候把他的内裤都偷走该有多好笑啊！
QuestLoc_RaidingParty_QuestLongDescription	A group of Raiders is holding a rowdy shindig while their Boss is away. Now's our chance to infiltrate them while they're partying. If we can turn them against their Boss, the whole gang will be destroyed from within!	一群掠夺者趁着他们的老大不在，偷偷开了一个疯狂而盛大的舞会。现在是我们渗透到他们内部的好机会。如果我们能离间他们和他们的老板，整个帮派就会从内部瓦解掉！
QuestLoc_RaidingParty_QuestName	Raiding Party	掠夺者派对
QuestLoc_RaidingParty_QuestObjective_1	Spread lies among the partying Raiders.	在开派对的掠夺者当中散播谣言。
QuestLoc_RaidingParty_QuestObjective_2	Spread lies among the belligerent Raiders.	在好战的掠夺者当中散播谣言。
QuestLoc_RaidingParty_QuestObjective_3	Spread lies among the drinking Raiders.	在喝酒的掠夺者当中散播谣言。
QuestLoc_RaidingParty_QuestShortDescription	Infiltrate the Raiders' hideout and sow the seeds of distrust.	深入掠夺者根据地，播下怀疑的种子。
QuestLoc_RainDelay_Conversation_1_NPCStart_1	We'll have to keep looking...	我们得继续找……
QuestLoc_RainDelay_QuestLongDescription	No sign of Coach at the cereral processing plant. Maybe he's scavenging for electronics at the old General Atomics factory? Worth a looksie...	没在麦片加工厂看到蔻驰。也许他去旧的通用原子厂寻找电子元件了？值得看一看。
QuestLoc_RainDelay_QuestName	Rain Delay	迟来的雨
QuestLoc_RainDelay_QuestObjective_1	Search for Rackie Jobinson's Baseball Jersey.	寻找罗基·杰宾森的棒球衫。
QuestLoc_RainDelay_QuestShortDescription	Find Rackie Jobinson's Baseball Jersey.	寻找罗基·杰宾森的棒球衫。
QuestLoc_ReignofRadroachRodney_QuestLongDescription	Radroach Rodney and his army of mind-controlled Radroaches are invading the Wasteland!	辐射蟑螂罗德尼和被他控制心智的辐射蟑螂大军正在入侵废土！
QuestLoc_ReignofRadroachRodney_QuestName	Reign of Radroach Rodney!	辐射蟑螂罗德尼的统治！
QuestLoc_ReignofRadroachRodney_QuestObjective_1	Kill Radroach Rodney.	杀死辐射蟑螂罗德尼。
QuestLoc_ReignofRadroachRodney_QuestShortDescription	Defeat Radroach Rodney and his Radroaches!	打败辐射蟑螂罗德尼和他手下的辐射蟑螂们！
QuestLoc_ReignofRadroachRodney_RaiderLine_1	You can't stop me! This world belongs to the Radroach!	你阻止不了我的！这个世界都是属于我们辐射蟑螂的！
QuestLoc_ReleasetheRaiders_Conversation_1_NPCEnd_1	Under the covers?! We only just met!	在被窝里？！我们才刚刚认识！
QuestLoc_ReleasetheRaiders_Conversation_1_NPCEnd_2	Isn't it? And if things don't work out, we can always go back to fighting. Win-win.	不是吗？如果事情不顺利，我们总是可以回去战斗。双赢。
QuestLoc_ReleasetheRaiders_Conversation_1_NPCEnd_3	It is? Okay. Whatever you say...	是吗？好吧，你说什么就是什么……
